"Age","LearningCategorySelftTaught","LearningCategoryOnlineCourses","LearningCategoryWork","LearningCategoryUniversity","LearningCategoryKaggle","GenderSelect","Country","EmploymentStatus","DataScienceIdentitySelect","FormalEducation","MajorSelect","Tenure","FirstTrainingSelect","ParentsEducation","EmployerIndustry","EmployerSize","EmployerSizeChange","EmployerMLTime","EmployerSearchMethod","RemoteWork","CompensationAmount","CompensationCurrency","FormalEducation_Q","Tenure_Q","EmployerSize_Q","...1","exchangeRate","frac","Salary_USD","Compensation_Median_USD","Median_to_Salary"
28,50,25,25,0,0,"Male","Ukraine","Employed full-time","","Master's degree","Mathematics or statistics","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Technology","20 to 99 employees","Stayed the same","Less than one year","I was contacted directly by someone at the company (e.g. internal recruiter)","Rarely",840000,"UAH",5,2,3,41,0.038368,0.2,32229.12,18800.32,0.583333333333333
27,58,10,12,0,20,"Male","India","Employed full-time","No","Bachelor's degree","Computer Science","","Kaggle competitions","No education","Retail","500 to 999 employees","Increased slightly","3-5 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Never",1272000,"INR",4,NA,5,3,0.01562,0.94,19868.64,15114.75,0.76073400091803
29,80,0,10,10,0,"Male","Japan","Employed full-time","Yes","Master's degree","Biology","3 to 5 years","Self-taught","A bachelor's degree","Internet-based","100 to 499 employees","Stayed the same","Don't know","A general-purpose job board","",7500000,"JPY",5,3,4,9,0.009108,0.91,68310,63756,0.933333333333333
25,40,10,10,30,10,"Male","India","Employed full-time","Sort of (Explain more)","Master's degree","Mathematics or statistics","1 to 2 years","Self-taught","","Mix of fields","5,000 to 9,999 employees","Increased significantly","1-2 years","A tech-specific job board","Never",355000,"INR",5,2,7,3,0.01562,0.94,5545.1,15114.75,2.72578492723305
23,10,80,0,0,10,"Male","China","Independent contractor, freelancer, or self-employed","","Master's degree","Computer Science","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","","Academic","","","","","",220000,"CNY",5,3,NA,10,0.153,0.83,33660,36720,1.09090909090909
28,0,90,0,0,10,"Male","Taiwan","Employed full-time","No","Master's degree","Computer Science","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Manufacturing","5,000 to 9,999 employees","Increased slightly","Less than one year","A friend, family member, or former colleague told me","Always",5e+05,"TWD",5,2,7,16,0.033304,0.74,16652,30153.32,1.81079269757387
55,20,5,5,25,0,"Male","India","Employed full-time","Sort of (Explain more)","Doctoral degree","Computer Science","Less than a year","Self-taught","Primary/elementary school","Academic","100 to 499 employees","Increased slightly","Less than one year","A friend, family member, or former colleague told me","Sometimes",8e+05,"INR",6,1,4,3,0.01562,0.94,12496,15114.75,1.20956706145967
23,50,0,10,40,0,"Male","India","Employed full-time","","Master's degree","Computer Science","Less than a year","University courses","A bachelor's degree","Technology","1,000 to 4,999 employees","Increased significantly","6-10 years","A career fair or on-campus recruiting event","Most of the time",2e+06,"INR",5,1,6,3,0.01562,0.94,31240,15114.75,0.483826824583867
45,25,25,25,0,25,"Male","Colombia","Independent contractor, freelancer, or self-employed","Yes","Professional degree","","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","High school","Mix of fields","","","","","Sometimes",4e+07,"COP",2,2,NA,17,0.000342,0.8,13680,18639,1.3625
28,90,0,0,10,0,"Male","Australia","Employed full-time","Yes","Bachelor's degree","Computer Science","3 to 5 years","Self-taught","","Technology","100 to 499 employees","Stayed the same","1-2 years","I was contacted directly by someone at the company (e.g. internal recruiter)","",130000,"AUD",4,3,4,8,0.80231,0.98,104300.3,96277.2,0.923076923076923
36,80,10,0,0,10,"Male","United States","Employed full-time","","Master's degree","Computer Science","3 to 5 years","Self-taught","A master's degree","Technology","20 to 99 employees","Decreased slightly","3-5 years","A friend, family member, or former colleague told me","Most of the time",205000,"USD",5,3,3,1,1,1,205000,110000,0.536585365853659
26,30,60,0,0,10,"Male","Australia","Employed full-time","Sort of (Explain more)","Some college/university study without earning a bachelor's degree","Computer Science","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","A professional degree","Technology","20 to 99 employees","Stayed the same","1-2 years","A friend, family member, or former colleague told me","Rarely",65000,"AUD",3,3,3,8,0.80231,0.98,52150.15,96277.2,1.84615384615385
48,40,40,20,0,0,"Male","United Kingdom","Employed full-time","Sort of (Explain more)","Doctoral degree","Physics","More than 10 years","Online courses (coursera, udemy, edx, etc.)","High school","Other","10,000 or more employees","Decreased slightly","3-5 years","A friend, family member, or former colleague told me","Sometimes",150000,"GBP",6,5,8,4,1.324188,0.96,198628.2,66209.4,0.333333333333333
27,100,0,0,0,0,"Male","India","Employed full-time","Sort of (Explain more)","Master's degree","","1 to 2 years","Self-taught","High school","Mix of fields","1,000 to 4,999 employees","Increased slightly","6-10 years","A friend, family member, or former colleague told me","Rarely",650000,"INR",5,2,6,3,0.01562,0.94,10153,15114.75,1.48869792179651
56,100,0,0,0,0,"Male","Singapore","Employed full-time","No","Doctoral degree","Engineering (non-computer focused)","More than 10 years","Self-taught","Primary/elementary school","Academic","1,000 to 4,999 employees","Stayed the same","6-10 years","A general-purpose job board","",190000,"SGD",6,5,6,12,0.742589,0.96,141091.91,59407.12,0.421052631578947
37,20,10,70,0,0,"Male","Japan","Employed full-time","Yes","Doctoral degree","Physics","3 to 5 years","Work","","Academic","1,000 to 4,999 employees","Stayed the same","1-2 years","A friend, family member, or former colleague told me","",65000,"USD",6,3,6,1,1,0.09,65000,63756,0.980861538461538
34,30,0,40,30,0,"Male","Israel","Employed full-time","Yes","Master's degree","Computer Science","6 to 10 years","University courses","A master's degree","Internet-based","500 to 999 employees","Increased significantly","3-5 years","A friend, family member, or former colleague told me","Rarely",480000,"ILS",5,4,5,29,0.282974,0.5,135827.52,77500,0.570576566516123
30,60,15,5,10,10,"Male","Israel","Employed full-time","","Bachelor's degree","Psychology","3 to 5 years","Self-taught","High school","Technology","Fewer than 10 employees","Increased significantly","1-2 years","A friend, family member, or former colleague told me","Sometimes",186000,"ILS",4,3,1,29,0.282974,0.5,52633.164,77500,1.47245565552548
26,30,0,30,40,0,"Male","Israel","Employed full-time","Sort of (Explain more)","Master's degree","Electrical Engineering","1 to 2 years","University courses","A master's degree","Military/Security","20 to 99 employees","Increased significantly","3-5 years","Some other way","Never",110000,"ILS",5,2,3,29,0.282974,0.5,31127.14,77500,2.48978865388854
24,10,80,10,0,0,"Male","India","Independent contractor, freelancer, or self-employed","Yes","Bachelor's degree","Engineering (non-computer focused)","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","A doctoral degree","Academic","","","","","Most of the time",9e+05,"INR",4,2,NA,3,0.01562,0.94,14058,15114.75,1.07517072129748
43,90,10,0,0,0,"Male","Japan","Employed full-time","No","Doctoral degree","Electrical Engineering","Less than a year","Self-taught","A bachelor's degree","Academic","1,000 to 4,999 employees","Stayed the same","Don't know","A career fair or on-campus recruiting event","Sometimes",1e+07,"JPY",6,1,6,9,0.009108,0.91,91080,63756,0.7
55,30,10,30,10,20,"Male","Italy","Employed full-time","Yes","Master's degree","A social science","More than 10 years","Self-taught","Some college/university study, no bachelor's degree","Academic","500 to 999 employees","Increased slightly","More than 10 years","Some other way","Rarely",250000,"EUR",5,5,5,2,1.195826,1,298956.5,45441.388,0.152
23,60,5,10,20,5,"Male","India","Employed full-time","Sort of (Explain more)","Bachelor's degree","Computer Science","1 to 2 years","Self-taught","A bachelor's degree","Mix of fields","Fewer than 10 employees","Stayed the same","Less than one year","A friend, family member, or former colleague told me","Rarely",750000,"INR",4,2,1,3,0.01562,0.94,11715,15114.75,1.29020486555698
30,40,15,5,5,35,"Male","United States","Employed full-time","","Master's degree","Engineering (non-computer focused)","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","High school","Government","20 to 99 employees","Stayed the same","1-2 years","A friend, family member, or former colleague told me","Never",50000,"USD",5,3,3,1,1,1,50000,110000,2.2
23,8,3,4,80,5,"Male","India","Employed full-time","Sort of (Explain more)","Master's degree","Mathematics or statistics","1 to 2 years","University courses","A bachelor's degree","Mix of fields","100 to 499 employees","Increased significantly","3-5 years","A career fair or on-campus recruiting event","Rarely",5e+05,"INR",5,2,4,3,0.01562,0.94,7810,15114.75,1.93530729833547
29,20,20,50,10,0,"Male","Australia","Employed full-time","Sort of (Explain more)","Bachelor's degree","Computer Science","6 to 10 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Other","1,000 to 4,999 employees","Increased slightly","3-5 years","An external recruiter or headhunter","Never",150000,"AUD",4,4,6,8,0.80231,0.98,120346.5,96277.2,0.8
24,40,20,40,0,0,"Male","India","Employed full-time","","Bachelor's degree","Engineering (non-computer focused)","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","Some college/university study, no bachelor's degree","Mix of fields","Fewer than 10 employees","Increased slightly","3-5 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Sometimes",6e+05,"INR",4,2,1,3,0.01562,0.94,9372,15114.75,1.61275608194622
27,50,25,20,0,5,"Male","India","Employed full-time","Yes","Master's degree","Engineering (non-computer focused)","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Mix of fields","20 to 99 employees","Increased significantly","Less than one year","Some other way","Sometimes",654000,"INR",5,2,3,3,0.01562,0.94,10215.48,15114.75,1.47959273573048
39,50,0,20,30,0,"Male","Turkey","Employed full-time","Yes","Doctoral degree","Computer Science","More than 10 years","University courses","High school","Academic","1,000 to 4,999 employees","Stayed the same","More than 10 years","A friend, family member, or former colleague told me","Sometimes",25000,"USD",6,5,6,1,1,0.13,25000,17506.8,0.700272
23,40,5,25,30,0,"Male","United States","Independent contractor, freelancer, or self-employed","","Bachelor's degree","A social science","3 to 5 years","University courses","A master's degree","Technology","","","","","Most of the time",104000,"USD",4,3,NA,1,1,1,104000,110000,1.05769230769231
34,20,20,10,40,10,"Male","India","Employed full-time","No","Master's degree","Computer Science","1 to 2 years","University courses","High school","Other","20 to 99 employees","Increased significantly","1-2 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Rarely",1e+06,"INR",5,2,3,3,0.01562,0.94,15620,15114.75,0.967653649167734
31,30,70,0,0,0,"Male","Germany","Employed part-time","Sort of (Explain more)","Master's degree","Other","6 to 10 years","Online courses (coursera, udemy, edx, etc.)","Some college/university study, no bachelor's degree","Academic","100 to 499 employees","Decreased slightly","3-5 years","I visited the company's Web site and found a job listing there","Most of the time",35000,"EUR",5,4,4,2,1.195826,0.99,41853.91,71749.56,1.71428571428571
30,80,0,0,20,0,"Male","United States","Independent contractor, freelancer, or self-employed","Yes","Doctoral degree","Psychology","3 to 5 years","Self-taught","A doctoral degree","Academic","","","","","Sometimes",95000,"USD",6,3,NA,1,1,1,95000,110000,1.15789473684211
27,50,10,40,0,0,"Male","India","Employed full-time","","Bachelor's degree","Computer Science","3 to 5 years","Work","A master's degree","Technology","20 to 99 employees","Decreased slightly","3-5 years","A friend, family member, or former colleague told me","Rarely",15.5,"INR",4,3,3,3,0.01562,0.94,0.24211,15114.75,62429.2676882409
43,70,10,20,0,0,"Female","United Kingdom","Employed full-time","Yes","Master's degree","Electrical Engineering","More than 10 years","Self-taught","Some college/university study, no bachelor's degree","Technology","Fewer than 10 employees","Stayed the same","3-5 years","A friend, family member, or former colleague told me","Sometimes",50000,"GBP",5,5,1,4,1.324188,0.96,66209.4,66209.4,1
30,10,70,10,1,9,"Male","India","Employed full-time","No","Bachelor's degree","Computer Science","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Mix of fields","20 to 99 employees","Stayed the same","Less than one year","A friend, family member, or former colleague told me","Rarely",2500000,"INR",4,3,3,3,0.01562,0.94,39050,15114.75,0.387061459667093
37,10,20,40,30,0,"Male","Netherlands","Employed full-time","","Doctoral degree","Mathematics or statistics","More than 10 years","University courses","High school","Mix of fields","1,000 to 4,999 employees","Increased slightly","3-5 years","I was contacted directly by someone at the company (e.g. internal recruiter)","",75000,"EUR",6,5,6,2,1.195826,1,89686.95,77130.777,0.86
41,0,5,15,80,0,"Male","Greece","Independent contractor, freelancer, or self-employed","Yes","Doctoral degree","Information technology, networking, or system administration","6 to 10 years","University courses","High school","Technology","","","","","Most of the time",45000,"EUR",6,4,NA,2,1.195826,0.91,53812.17,34081.041,0.633333333333333
